1.000000, 0.000000, 0.000000, 0.000000, 
0.000000, 1.000000, 0.000000, 0.000000, 
0.000000, 0.000000, 1.000000, 0.000000, 
0.000000, 0.000000, 0.000000, 1.000000, 

1.000000, 0.000000, 0.000000, 0.000000, 
0.000000, 1.000000, 0.000000, 0.000000, 
0.000000, 0.000000, 1.000000, 0.333000, 
0.000000, 0.000000, 0.000000, 1.000000, 

1.000000, 0.000000, 0.000000, 0.000000, 
0.000000, 0.000000, 1.000000, 0.000000, 
0.000000, -1.000000, 0.000000, 0.333000, 
0.000000, 0.000000, 0.000000, 1.000000, 

1.000000, 0.000000, 0.000000, 0.000000, 
0.000000, 1.000000, 0.000000, -0.000000, 
0.000000, 0.000000, 1.000000, 0.649000, 
0.000000, 0.000000, 0.000000, 1.000000, 

0.069544, 0.997579, 0.000000, 0.082500, 
-0.000000, 0.000000, -1.000000, -0.000000, 
-0.997579, 0.069544, 0.000000, 0.649000, 
0.000000, 0.000000, 0.000000, 1.000000, 

0.069544, 0.000000, 0.997579, 0.459833, 
-0.000000, 1.000000, -0.000000, -0.000000, 
-0.997579, -0.000000, 0.069544, 0.758005, 
0.000000, 0.000000, 0.000000, 1.000000, 

0.998358, -0.057281, -0.000000, 0.459833, 
0.000000, 0.000000, -1.000000, -0.000000, 
0.057281, 0.998358, 0.000000, 0.758005, 
0.000000, 0.000000, 0.000000, 1.000000, 

0.714567, -0.697218, 0.057281, 0.547688, 
-0.698365, -0.715742, -0.000000, -0.000000, 
0.040998, -0.040003, -0.998358, 0.763046, 
0.000000, 0.000000, 0.000000, 1.000000, 

0.714567, -0.697218, 0.057281, 0.553817, 
-0.698365, -0.715742, -0.000000, -0.000000, 
0.040998, -0.040003, -0.998358, 0.656221, 
0.000000, 0.000000, 0.000000, 1.000000, 

0.998283, 0.012268, 0.057281, 0.553817, 
0.012288, -0.999925, -0.000000, -0.000000, 
0.057276, 0.000704, -0.998358, 0.656221, 
0.000000, 0.000000, 0.000000, 1.000000, 

0.998283, 0.012268, 0.057281, 0.557163, 
0.012288, -0.999925, -0.000000, -0.000000, 
0.057276, 0.000704, -0.998358, 0.597917, 
0.000000, 0.000000, 0.000000, 1.000000, 

0.998283, 0.012268, 0.057281, 0.560508, 
0.012288, -0.999925, -0.000000, -0.000000, 
0.057276, 0.000704, -0.998358, 0.539613, 
0.000000, 0.000000, 0.000000, 1.000000, 

